FMZ1CODE,FMZ2CODE,DMA1CODE,DMA2CODE,METRICCALCULATED,GENID,GISID,SHORTGISID,TWGUID,LIFECYCLESTATUS,NETWORKCODE1,NETWORKCODE2,METERTYPE,SHAPEX,SHAPEY,geometry
ZGRNHA,None,ZGRNHA01,None,152.4,25090083,1796322,12I1U,15756BB7-E392-40E4-817D-2F544863A26A,LIVE,ZWKREGWE,ZGRNHA,UNK,481375.4,204665.9,POINT (481375.4000000004 204665.90000000037)
ZHAM30,None,ZHAM3010,None,228.6,22076608,1789685,12CXH,7F14FA44-9353-11D6-9595-0002A54212B3,LIVE,ZHAM3010,ZHAM30,VENT,525284.9,174632.9,POINT (525284.9000000004 174632.90000000037)
ZELTHM27,None,ZELTHM27,None,150,null,9495772,6OJZG,None,LIVE,ZELTHM27,ZELTHM,None,553864.82127631,174083.50804273,POINT (553864.8213 174083.50799999945)
ZEARLB,None,ZEARLB05,ZEARLB18,228.6,16340771,1789947,12D4R,A02ED9FE-934F-11D6-9595-0002A54212B3,LIVE,ZEARLB05,ZEARLB18,VENT,475940.3,171760.4,POINT (475940.2999999998 171760.40000000037)
ZSHOTV,None,ZSHOTV03,None,127,21851132,1789071,12CGF,B96435D6-9349-11D6-9595-0002A54212B3,LIVE,ZSHOTV03,ZSHOTV,VENT,455846.2,206634.4,POINT (455846.2000000002 206634.40000000037)
ZHENLY,None,ZHENLY01,None,450,25112178,1796165,12HXH,F592CB52-1BB0-4C77-9926-727EC677DB4F,LIVE,ZHENLY01,ZHENLY,UNK,438275.2,212851.6,POINT (438275.2000000002 212851.59999999963)
ZKIDTN,None,ZKIDTN02,None,200,16319823,1789061,12CG5,0D604722-9349-11D6-9595-0002A54212B3,LIVE,ZKIDTN02,ZKIDTN,VENT,448968.5,214054.80000000002,POINT (448968.5 214054.80000000075)
ZHAM42,None,ZHAM4211,None,304.8,22099312,1790403,12DHF,C16DF704-9353-11D6-9595-0002A54212B3,LIVE,ZHAM4211,ZHAM42,VENT,529476.65033683,170797.69388864,POINT (529476.6502999999 170797.6939000003)
ZMAIDL,None,ZMAIDL40,None,152.4,25625876,1790098,12D8Y,5EB878BC-9354-11D6-9595-0002A54212B3,LIVE,ZMAIDL40,ZMAIDL,VENT,528983.4,185006.4,POINT (528983.4000000004 185006.40000000037)
ZCHIGW,None,ZCHIGW51,None,254,16321270,1791621,12EF9,2B116955-9358-11D6-9595-0002A54212B3,LIVE,ZCHIGW51,ZCHIGW,VENT,540037.6,192041.4,POINT (540037.5999999996 192041.40000000037)
None,None,None,None,350,25116760,1792187,12EUZ,39C70FBA-9347-11D6-9595-0002A54212B3,LIVE,TF000087                      ,None,FBM,409592.7,214147.9,POINT (409592.7000000002 214147.90000000037)
None,None,None,None,150,26558986,1795877,12HPH,35F44291-934E-11D6-9595-0002A54212B3,LIVE,ZWKREGWE,None,UNK,455071,185440,POINT (455071 185440)
ZWINWD,None,None,None,600,null,7394571,4EIPR,None,LIVE,ZWINWD,ZWKREGWE,None,481356.56689102,220278.49570079,POINT (481356.5669 220278.49569999985)
ZOXLWD,None,ZOXLWD17,None,304.8,22127647,1790904,12DVC,ABFE91A7-9355-11D6-9595-0002A54212B3,LIVE,ZOXLWD17,ZOXLWD,VENT,539864.8,174783.80000000002,POINT (539864.7999999998 174783.80000000075)
ZBOARH,None,ZBOARH01,None,228.6,13830173,1796218,12HYY,CE49D294-9348-11D6-9595-0002A54212B3,LIVE,ZBOARH01,ZWKREGWE,VENT,448349.7,202976.5,POINT (448349.7000000002 202976.5)
ZSTRMR,None,ZSTRMR04,ZSTRMR05,203.20000000000002,22162229,1790556,12DLO,B80380B9-9353-11D6-9595-0002A54212B3,LIVE,ZSTRMR04,ZSTRMR05,VENT,528912,174434.4,POINT (528912 174434.40000000037)
ZHAMCO,None,ZHAMCO24,None,304.8,21840539,1789811,12D0Z,B58FFD6C-9352-11D6-9595-0002A54212B3,LIVE,ZHAMCO24,ZHAMCO,VENT,516062.60000000003,175975.7,POINT (516062.5999999996 175975.69999999925)
None,None,ZBARHT26,None,180,26316791,1790552,12DLK,1F74C363-9354-11D6-9595-0002A54212B3,LIVE,ZBARHT26,ZWKREGCN,VENT,525317.85002526,182020.0892866,POINT (525317.8499999996 182020.08929999918)
ZNORWD,None,ZNORWD33,None,250,16268911,1790209,12DC1,AED98B0D-9353-11D6-9595-0002A54212B3,LIVE,ZNORWD33,ZWKREGCS,UNK,528610.4,171438.4,POINT (528610.4000000004 171438.40000000037)
ZMARLC,ZMARLT,ZMARLC01,None,152.4,25058010,1796241,12HZL,E59D0010-1776-42B4-88F1-7D26CAFDB267,LIVE,ZMARLC01,ZMARLC,UNK,484221.3,186789.5,POINT (484221.2999999998 186789.5)
ZWOODF,ZWOODF,None,None,1200,null,7900420,5PC04,None,LIVE,ZWOODF,ZWOODF,None,539045.8483,190165.4935,POINT (539045.8482999997 190165.49349999987)
None,None,None,None,609.6,25794237,1793288,12FPK,76D33D72-B1EA-4674-AB06-A57C64A785CA,LIVE,ZWKREGCS,None,UNK,511653.60000000003,168475.9,POINT (511653.5999999996 168475.90000000037)
ZASHKY,None,ZASHKY01,None,304.8,14000858,1796372,12I38,4643EB15-934B-11D6-9595-0002A54212B3,LIVE,ZASHKY01,ZASHKY,UNK,407493.4,185021.2,POINT (407493.4000000004 185021.19999999925)
ZHAM42,None,None,None,508,25802398,1796514,12I76,4CACC448-2006-412D-9F71-1718BA722814,DCOM,ZWKREGCS,ZWKREGCS,UNK,529577.3,170965.80000000002,POINT (529577.2999999998 170965.80000000075)
ZHAMCO,None,ZHAMCO21,None,304.8,22047125,1789808,12D0W,A6B535C7-9352-11D6-9595-0002A54212B3,LIVE,ZHAMCO,ZHAMCO,VENT,515885.51118658,173149.01218303,POINT (515885.5111999996 173149.01219999976)
ZFRNBO,None,None,None,304.8,15855850,1796106,12HVU,6119E9EC-9357-11D6-9595-0002A54212B3,LIVE,ZFRNBO,ZFRNBO,VENT,546538.5437,167267.1275,POINT (546538.5437000003 167267.12749999948)
ZBURNH,ZFRILT,ZBURNH01,ZFRILT01,101.60000000000001,22065833,1795869,12HP9,E6AE20FD-934D-11D6-9595-0002A54212B3,LIVE,ZBURNH01,ZFRILT01,UNK,456835,174200.9,POINT (456835 174200.90000000037)
ZHAM36,ZHAM36,ZHAM3630,ZHAM3604,381,22060994,1789208,12CK8,914C7926-9353-11D6-9595-0002A54212B3,LIVE,ZHAM3630,ZHAM3604,VENT,526143.4,175279.4,POINT (526143.4000000004 175279.40000000037)
ZPUTNY,None,ZPUTNY17,None,101.60000000000001,25316850,1790378,12DGQ,C16DE7D6-9353-11D6-9595-0002A54212B3,LIVE,ZPUTNY17,ZPUTNY,VENT,528338.1,179806.6,POINT (528338.0999999996 179806.59999999963)
None,None,None,None,229,null,7613781,5J7UX,None,LIVE,ZSEWRD,ZWKREGEN,None,530916.53681349,192393.10440479,POINT (530916.5367999999 192393.1043999996)
ZBEPRV,None,ZBEPRV07,ZBEPRV11,304.8,22098151,1790430,12DI6,6228C1CC-9355-11D6-9595-0002A54212B3,LIVE,ZBEPRV07,ZBEPRV11,VENT,534976.2,178451.6,POINT (534976.2000000002 178451.59999999963)
ZBRIMB,ZTADLY,ZBRIMB01,ZTADLY01,152.4,22079848,1795889,12HPT,E6AE119F-934D-11D6-9595-0002A54212B3,LIVE,ZBRIMB01,ZTADLY01,UNK,458182.3,162742.2,POINT (458182.2999999998 162742.19999999925)
ZPUTNY,None,ZPUTNY43,ZPUTNY24,125,null,9726767,6SH8Z,None,LIVE,ZPUTNY43,ZPUTNY24,None,526992.9362,178331.5175,POINT (526992.9362000003 178331.51750000007)
